	
locus	Mean	Lower_95%CI	Upper_95%CI	
Locus308	0.048	0.0187	0.092	
Locus309	0.0974	0.0559	0.1337	
Locus310	0.0228	0.0068	0.0539	
Locus311	0.0276	0.0117	0.0583	
Locus312	0.0243	0.0086	0.0461	
Locus313	0.0523	0.022	0.0928	
Locus314	0.0453	0.019	0.0761	
Locus315	0.0412	0.0163	0.0716	
Locus316	0.0683	0.0373	0.0965	
Locus317	0.0946	0.0527	0.1441	
Locus318	0.0393	0.0161	0.0758	
Locus319	0.0491	0.0195	0.0792	
Locus320	0.0324	0.0148	0.0607	
Locus321	0.0445	0.021	0.0862	
Locus322	0.0348	0.0123	0.0648	
Locus323	0.0519	0.0246	0.0903	
Locus324	0.1133	0.0727	0.1576	
Locus325	0.0555	0.0271	0.0942	
Locus326	0.0124	0.002	0.0289	
Locus327	0.0881	0.0597	0.1311	
Locus328	0.0211	0.0063	0.0455	
Locus329	0.0693	0.026	0.1252	
Locus330	0.0268	0.011	0.0536	
Locus331	0.0779	0.0356	0.1256	
Locus332	0.0273	0.011	0.0461	
Locus333	0.0201	0.0065	0.0425	
Locus334	0.0891	0.0668	0.1154	
Locus335	0.0324	0.0143	0.0529	
Locus336	0.0641	0.0323	0.0997	
Locus337	0.0425	0.0125	0.0785	
Locus338	0.0375	0.0155	0.082	
Locus339	0.0187	0.0054	0.0475	
Locus340	0.0649	0.037	0.0984	
Locus341	0.0335	0.012	0.0581	
Locus342	0.0737	0.0363	0.117	
Locus343	0.0702	0.0328	0.1212	
Locus344	0.0478	0.0238	0.0794	
Locus345	0.0587	0.0257	0.102	
Locus346	0.0701	0.0408	0.1068	
Locus347	0.0205	0.0062	0.0435	
Locus348	0.0745	0.0372	0.1192	
Locus349	0.0224	0.0088	0.0438	
Locus350	0.0297	0.0124	0.0533	
Locus351	0.0728	0.0377	0.1125	
Locus352	0.0871	0.0365	0.1366	
Locus353	0.0353	0.0144	0.0692	
Locus354	0.0463	0.0214	0.0775	
Locus355	0.029	0.0089	0.0583	
Locus356	0.0589	0.0291	0.0908	
Locus357	0.0392	0.0135	0.0662	
Locus358	0.0482	0.0183	0.0966	
Locus359	0.1129	0.0767	0.151	
Locus360	0.032	0.0116	0.0637	
Locus361	0.0327	0.009	0.0692	
Locus362	0.0909	0.0548	0.144	
Locus363	0.0315	0.014	0.0579	
Locus364	0.0821	0.0474	0.1198	
Locus365	0.0169	0.005	0.0372	
Locus366	0.06	0.0293	0.1093	
Locus367	0.0425	0.0149	0.0783	
Locus368	0.023	0.0078	0.0512	
Locus369	0.0267	0.0102	0.0512	
Locus370	0.0897	0.0484	0.1313	
Locus371	0.0421	0.0148	0.0817	
Locus372	0.0546	0.0309	0.089	
Locus373	0.0273	0.0122	0.0543	
Locus374	0.0763	0.0365	0.1205	
Locus375	0.0852	0.0441	0.1486	
Locus376	0.05	0.027	0.0797	
Locus377	0.0377	0.0122	0.072	
Locus378	0.0743	0.0374	0.1126	
Locus379	0.0276	0.0085	0.0502	
Locus380	0.0824	0.0497	0.1242	
Locus381	0.0985	0.0752	0.1236	
Locus382	0.077	0.0449	0.1082	
Locus383	0.0723	0.0431	0.1129	
Locus384	0.0444	0.0195	0.0799	
Locus385	0.0413	0.0173	0.0699	
Locus386	0.0232	0.0066	0.0452	
Locus387	0.0161	0.0045	0.0336	
Locus388	0.0172	0.0052	0.0372	
Locus389	0.0536	0.0152	0.1138	
Locus390	0.0819	0.0512	0.1205	
Locus391	0.0376	0.0139	0.0689	
Locus392	0.0561	0.0317	0.0867	
Locus393	0.03	0.0118	0.0547	
Locus394	0.0648	0.033	0.1073	
Locus395	0.025	0.0097	0.0524	
Locus396	0.0643	0.0379	0.1078	
Locus397	0.0258	0.0086	0.0504	
Locus398	0.0742	0.0419	0.1082	
Locus399	0.0692	0.036	0.1119	
Locus400	0.0821	0.0425	0.1308	
Locus401	0.0579	0.0224	0.0901	
Locus402	0.1142	0.0732	0.1579	
Locus403	0.0306	0.0096	0.0518	
Locus404	0.072	0.0355	0.1208	
Locus405	0.0888	0.0572	0.1338	
Locus406	0.1176	0.0756	0.1571	
Locus407	0.0825	0.05	0.1222	
Locus408	0.0543	0.0198	0.0952	
Locus409	0.0875	0.0543	0.1258	
Locus410	0.0469	0.0202	0.0858	
Locus411	0.0225	0.0087	0.0412	
Locus412	0.0415	0.0159	0.0753	
Locus413	0.028	0.0084	0.0607	
Locus414	0.083	0.0457	0.1396	
Locus415	0.0951	0.0511	0.1543	
Locus416	0.0836	0.051	0.1223	
Locus417	0.03	0.0132	0.0624	
Locus418	0.0376	0.0126	0.0699	
Locus419	0.0396	0.0166	0.072	
Locus420	0.054	0.0288	0.083	
Locus421	0.053	0.0181	0.0917	
Locus422	0.0839	0.0452	0.1401	
Locus423	0.0609	0.0286	0.095	
Locus424	0.107	0.0642	0.1732	
Locus425	0.0877	0.048	0.1495	
Locus426	0.0333	0.0135	0.0623	
Locus427	0.0315	0.0102	0.0642	
Locus428	0.0807	0.036	0.1438	
Locus429	0.0865	0.05	0.1229	
Locus430	0.0963	0.0627	0.1357	
Locus431	0.0957	0.051	0.1458	
Locus432	0.0482	0.0176	0.0806	
Locus433	0.0479	0.0192	0.0869	
Locus434	0.0534	0.0214	0.0925	
Locus435	0.051	0.0243	0.0913	
Locus436	0.0381	0.0163	0.0722	
Locus437	0.0591	0.0316	0.0976	
Locus438	0.0712	0.0349	0.1094	
Locus439	0.0261	0.0095	0.062	
Locus440	0.0445	0.021	0.0822	
Locus441	0.0545	0.0255	0.0919	
Locus442	0.0213	0.0054	0.0486	
Locus443	0.0568	0.0212	0.0984	
Locus444	0.0638	0.0352	0.1065	
Locus445	0.1017	0.0599	0.1505	
Locus446	0.0978	0.059	0.1385	
Locus447	0.0201	0.006	0.041	
Locus448	0.0395	0.0139	0.0749	
Locus449	0.0817	0.0484	0.1267	
Locus450	0.017	0.0049	0.0384	
Locus451	0.0123	0.0025	0.0265	
Locus452	0.0641	0.0326	0.099	
Locus453	0.0474	0.0157	0.09	
Locus454	0.0873	0.0507	0.1325	
Locus455	0.028	0.0101	0.0506	
Locus456	0.0986	0.0511	0.1504	
Locus457	0.1372	0.0897	0.1864	
Locus458	0.097	0.059	0.1372	
Locus459	0.0442	0.0196	0.0785	
Locus460	0.0749	0.0444	0.1178	
Locus461	0.0769	0.0438	0.1214	
Locus462	0.0635	0.0352	0.0943	
Locus463	0.0287	0.0118	0.0564	
Locus464	0.0237	0.0065	0.058	
Locus465	0.0173	0.0043	0.0419	
Locus466	0.0253	0.008	0.0472	
Locus467	0.0287	0.0098	0.0558	
Locus468	0.0867	0.0474	0.1243	
Locus469	0.0665	0.0309	0.109	
Locus470	0.0345	0.0114	0.0724	
Locus471	0.0183	0.005	0.0389	
Locus472	0.064	0.0308	0.1116	
Locus473	0.0228	0.0078	0.0484	
Locus474	0.0596	0.0289	0.1005	
Locus475	0.0283	0.0085	0.0515	
Locus476	0.1012	0.062	0.1399	
Locus477	0.0353	0.0147	0.0613	
Locus478	0.1294	0.0848	0.1726	
Locus479	0.0647	0.0333	0.1084	
Locus480	0.0319	0.0084	0.0601	
Locus481	0.0784	0.0425	0.124	
Locus482	0.0377	0.0173	0.0719	
Locus483	0.0527	0.0162	0.1008	
Locus484	0.1074	0.0697	0.1632	
Locus485	0.0978	0.0585	0.1574	
Locus486	0.0415	0.0194	0.073	
Locus487	0.0694	0.036	0.1068	
Locus488	0.0496	0.0188	0.0961	
Locus489	0.125	0.0886	0.1616	
Locus490	0.0362	0.0165	0.0678	
Locus491	0.0495	0.0247	0.0873	
Locus492	0.0356	0.0111	0.0615	
Locus493	0.0528	0.0259	0.0923	
Locus494	0.068	0.0316	0.1024	
Locus495	0.036	0.0175	0.0648	
Locus496	0.0184	0.0041	0.0438	
Locus497	0.0577	0.0223	0.1038	
Locus498	0.0491	0.0199	0.088	
Locus499	0.0227	0.0074	0.0433	
Locus500	0.0525	0.0264	0.0841	
Locus501	0.0418	0.0151	0.0852	
Locus502	0.1013	0.0653	0.147	
Locus503	0.0241	0.0088	0.0421	
Locus504	0.0281	0.0131	0.057	
Locus505	0.0453	0.0198	0.0735	
Locus506	0.0868	0.0511	0.1209	
Locus507	0.0425	0.0196	0.0642	
Locus508	0.075	0.0426	0.1184	
Locus509	0.0717	0.0352	0.1103	
Locus510	0.0364	0.014	0.0692	
Locus511	0.0288	0.0117	0.0531	
Locus512	0.063	0.0325	0.0963	
Locus513	0.0959	0.0542	0.1366	
Locus514	0.0887	0.0537	0.129	
Locus515	0.0849	0.0507	0.1226	
Locus516	0.0302	0.0127	0.0588	
Locus517	0.0535	0.0257	0.0866	
Locus518	0.0337	0.0122	0.0673	
Locus519	0.0917	0.055	0.1245	
Locus520	0.0696	0.0368	0.1097	
Locus521	0.0381	0.0134	0.0629	
Locus522	0.0414	0.0154	0.0711	
Locus523	0.0161	0.0041	0.0364	
Locus524	0.0585	0.0288	0.0991	
Locus525	0.0665	0.0412	0.0984	
Locus526	0.0373	0.0139	0.0696	
Locus527	0.0198	0.007	0.037	
Locus528	0.0935	0.0515	0.1413	
Locus529	0.0383	0.0173	0.0705	
Locus530	0.1165	0.0769	0.1617	
Locus531	0.0451	0.0181	0.0813	
Locus532	0.0295	0.0116	0.0558	
Locus533	0.0244	0.0101	0.0489	
Locus534	0.0389	0.0136	0.072	
Locus535	0.0351	0.0149	0.0572	
Locus536	0.0516	0.0211	0.0993	
Locus537	0.0272	0.0099	0.0557	
Locus538	0.0624	0.0325	0.0955	
Locus539	0.0334	0.0138	0.0665	
Locus540	0.0326	0.0115	0.0567	
Locus541	0.0545	0.0218	0.0978	
Locus542	0.0666	0.0276	0.114	
Locus543	0.0406	0.0197	0.0692	
Locus544	0.0319	0.011	0.059	
Locus545	0.0251	0.0061	0.0609	
Locus546	0.0622	0.032	0.1006	
Locus547	0.048	0.0225	0.0834	
Locus548	0.0329	0.0105	0.0624	
Locus549	0.1002	0.0621	0.1386	
Locus550	0.0978	0.0569	0.1529	
Locus551	0.0223	0.0047	0.0466	
Locus552	0.0864	0.0475	0.1265	
Locus553	0.1184	0.0719	0.1623	
Locus554	0.0785	0.0446	0.1244	
Locus555	0.0979	0.0591	0.1464	
Locus556	0.1015	0.066	0.1385	
Locus557	0.1003	0.0575	0.1474	
Locus558	0.0525	0.0221	0.1014	
Locus559	0.0554	0.0327	0.1036	
Locus560	0.0711	0.0399	0.1111	
Locus561	0.0372	0.0124	0.0748	
Locus562	0.0231	0.007	0.0471	
Locus563	0.0876	0.0498	0.1225	
Locus564	0.0423	0.0117	0.0906	
Locus565	0.0293	0.0101	0.0594	
Locus566	0.0689	0.0386	0.1026	
Locus567	0.0387	0.0179	0.0641	
Locus568	0.0607	0.0321	0.0945	
Locus569	0.0924	0.0588	0.1276	
Locus570	0.0537	0.0286	0.0839	
Locus571	0.0446	0.0211	0.0775	
Locus572	0.0773	0.0415	0.1139	
Locus573	0.0201	0.0044	0.0436	
Locus574	0.0222	0.0083	0.0437	
Locus575	0.0161	0.0043	0.033	
Locus576	0.0731	0.0431	0.1142	
Locus577	0.0268	0.009	0.0492	
Locus578	0.0734	0.0389	0.1115	
Locus579	0.0239	0.0085	0.045	
Locus580	0.0304	0.0122	0.057	
Locus581	0.0689	0.0397	0.1017	
Locus582	0.0674	0.0373	0.1034	
Locus583	0.0228	0.0067	0.0456	
Locus584	0.1098	0.063	0.152	
Locus585	0.0321	0.0164	0.0572	
Locus586	0.0498	0.0261	0.0835	
Locus587	0.0261	0.011	0.051	
Locus588	0.098	0.0549	0.1489	
Locus589	0.0836	0.0458	0.1187	
Locus590	0.0637	0.0317	0.097	
Locus591	0.0531	0.0228	0.0873	
Locus592	0.0713	0.0367	0.1163	
Locus593	0.0532	0.0243	0.0865	
Locus594	0.0544	0.0237	0.0871	
Locus595	0.0619	0.0331	0.0933	
Locus596	0.0698	0.0369	0.1187	
Locus597	0.0356	0.013	0.0752	
Locus598	0.0424	0.0165	0.0719	
Locus599	0.0525	0.023	0.0934	
Locus600	0.0262	0.0092	0.0461	
Locus601	0.0406	0.0157	0.0783	
Locus602	0.0486	0.0239	0.0817	
Locus603	0.0541	0.0176	0.0925	
Locus604	0.0177	0.0058	0.035	
Locus605	0.0403	0.0104	0.0722	
Locus606	0.059	0.0284	0.0998	
Locus607	0.122	0.0785	0.1753	
Locus608	0.0388	0.0161	0.0752	
Locus609	0.0678	0.0407	0.1056	
Locus610	0.045	0.0232	0.0833	
Locus611	0.0641	0.0374	0.0997	
Locus612	0.0447	0.0213	0.0785	
Locus613	0.0445	0.0155	0.0756	
Locus614	0.0215	0.0069	0.044	
Locus615	0.0639	0.0339	0.1032	
Locus616	0.053	0.0199	0.0983	
Locus617	0.0411	0.0193	0.0782	
Locus618	0.1267	0.0794	0.1727	
Locus619	0.08	0.0466	0.1224	
Locus620	0.0264	0.0071	0.0558	
Locus621	0.0252	0.0052	0.051	
Locus622	0.0302	0.0103	0.0542	
Locus623	0.0215	0.0073	0.0405	
Locus624	0.0689	0.0274	0.1237	
Locus625	0.0351	0.0152	0.0617	
Locus626	0.0663	0.034	0.1104	
Locus627	0.058	0.0309	0.0889	
Locus628	0.0797	0.0412	0.1326	
Locus629	0.1138	0.0847	0.1517	
Locus630	0.0527	0.0257	0.0975	
Locus631	0.0345	0.0112	0.0628	
Locus632	0.0165	0.0036	0.0385	
Locus633	0.0174	0.0054	0.033	
Locus634	0.0569	0.0287	0.0909	
Locus635	0.1173	0.0906	0.1465	
Locus636	0.0582	0.0289	0.0991	
Locus637	0.0678	0.0455	0.1015	
Locus638	0.0571	0.0311	0.0922	
Locus639	0.0621	0.0331	0.1033	
Locus640	0.0174	0.0068	0.0318	
Locus641	0.0634	0.037	0.0972	
Locus642	0.0514	0.0164	0.0959	
Locus643	0.0666	0.0376	0.1024	
Locus644	0.0501	0.0224	0.0913	
Locus645	0.0627	0.0342	0.1036	
Locus646	0.0213	0.0065	0.0483	
Locus647	0.0813	0.0486	0.1314	
Locus648	0.0167	0.0055	0.0403	
Locus649	0.0825	0.0514	0.1188	
Locus650	0.0983	0.0567	0.1463	
Locus651	0.0785	0.0454	0.1168	
Locus652	0.0345	0.0148	0.0575	
Locus653	0.0205	0.0055	0.0538	
Locus654	0.0545	0.0243	0.0861	
Locus655	0.0488	0.0177	0.084	
Locus656	0.0427	0.0222	0.0755	
Locus657	0.0411	0.0192	0.0755	
Locus658	0.0744	0.0365	0.1224	
Locus659	0.03	0.0121	0.0622	
Locus660	0.027	0.0107	0.0524	
Locus661	0.0448	0.0169	0.0746	
Locus662	0.0877	0.0475	0.1273	
Locus663	0.0419	0.0193	0.0721	
Locus664	0.0398	0.0141	0.0672	
Locus665	0.0484	0.0144	0.0959	
Locus666	0.0693	0.037	0.0986	
Locus667	0.0627	0.0295	0.1015	
Locus668	0.0451	0.0218	0.0863	
Locus669	0.0289	0.0106	0.0546	
Locus670	0.0387	0.0177	0.0666	
Locus671	0.113	0.0759	0.1505	
Locus672	0.0687	0.0386	0.1071	
Locus673	0.0539	0.0186	0.0978	
Locus674	0.0224	0.0073	0.0459	
Locus675	0.0313	0.0124	0.0548	
Locus676	0.0448	0.0209	0.0761	
Locus677	0.108	0.0705	0.1431	
Locus678	0.0487	0.0212	0.0769	
Locus679	0.0807	0.0435	0.1242	
Locus680	0.0703	0.0434	0.1041	
Locus681	0.0313	0.0134	0.05	
Locus682	0.0253	0.0093	0.0499	
Locus683	0.0315	0.0116	0.0634	
Locus684	0.0954	0.0634	0.1302	
Locus685	0.0326	0.0127	0.0525	
Locus686	0.0543	0.0239	0.0985	
Locus687	0.0254	0.0067	0.0644	
Locus688	0.0212	0.0067	0.0473	
Locus689	0.077	0.0417	0.1222	
Locus690	0.0403	0.0172	0.0679	
Locus691	0.0463	0.0185	0.0766	
Locus692	0.0699	0.0304	0.1119	
Locus693	0.0539	0.0268	0.0848	
Locus694	0.0927	0.0578	0.1424	
Locus695	0.0294	0.0107	0.0553	
Locus696	0.0707	0.0401	0.1045	
Locus697	0.0666	0.0351	0.1025	
Locus698	0.0214	0.0067	0.0528	
Locus699	0.0579	0.0264	0.0995	
Locus700	0.0418	0.0152	0.0821	
Locus701	0.0442	0.0162	0.0808	
Locus702	0.0602	0.0341	0.1025	
Locus703	0.0668	0.0345	0.1155	
Locus704	0.0912	0.0492	0.146	
Locus705	0.0441	0.0115	0.0957	
Locus706	0.0275	0.0094	0.0563	
Locus707	0.0858	0.0534	0.1311	
Locus708	0.1033	0.0687	0.1481	
Locus709	0.0284	0.008	0.0687	
Locus710	0.0459	0.0178	0.0732	
Locus711	0.0294	0.008	0.0673	
Locus712	0.0453	0.02	0.0821	
Locus713	0.1306	0.0852	0.1717	
Locus714	0.0419	0.0192	0.0749	
Locus715	0.0243	0.0066	0.047	
Locus716	0.0212	0.0054	0.0416	
Locus717	0.039	0.015	0.0772	
Locus718	0.0393	0.0102	0.0919	
Locus719	0.0605	0.0293	0.0949	
Locus720	0.1122	0.0705	0.1588	
Locus721	0.0751	0.0442	0.112	
Locus722	0.049	0.0187	0.0875	
Locus723	0.0499	0.0216	0.0813	
Locus724	0.0336	0.0084	0.0678	
Locus725	0.0352	0.0145	0.0609	
Locus726	0.0323	0.0125	0.0656	
Locus727	0.091	0.0525	0.1256	
Locus728	0.0353	0.0145	0.0707	
Locus729	0.0724	0.0403	0.1187	
Locus730	0.0733	0.0349	0.1233	
Locus731	0.0252	0.0092	0.0567	
Locus732	0.1128	0.0666	0.1619	
Locus733	0.0297	0.0097	0.0558	
Locus734	0.0276	0.0103	0.0497	
Locus735	0.0787	0.0497	0.1094	
Locus736	0.0339	0.0089	0.0687	
Locus737	0.0205	0.0042	0.0428	
Locus738	0.0529	0.0198	0.091	
Locus739	0.0408	0.0152	0.0781	
Locus740	0.0753	0.0352	0.1199	
Locus741	0.0715	0.0406	0.1161	
Locus742	0.056	0.0301	0.0918	
Locus743	0.0529	0.0239	0.0899	
Locus744	0.0455	0.0194	0.0795	
Locus745	0.0736	0.0354	0.13	
Locus746	0.0492	0.021	0.0854	
Locus747	0.0759	0.0355	0.1192	
Locus748	0.0986	0.0542	0.1542	
Locus749	0.1262	0.0882	0.1616	
Locus750	0.0346	0.0087	0.0709	
Locus751	0.0228	0.0092	0.0471	
Locus752	0.0623	0.0312	0.0964	
Locus753	0.0776	0.0474	0.1096	
Locus754	0.0532	0.0278	0.0942	
Locus755	0.0163	0.0031	0.0371	
Locus756	0.0738	0.043	0.111	
Locus757	0.0399	0.0171	0.0705	
Locus758	0.0713	0.0395	0.1104	
Locus759	0.0732	0.0457	0.115	
Locus760	0.079	0.0411	0.1263	
Locus761	0.0599	0.0283	0.0968	
Locus762	0.0419	0.022	0.0775	
Locus763	0.0668	0.0406	0.11	
Locus764	0.0457	0.0225	0.0775	
Locus765	0.0268	0.0097	0.0509	
Locus766	0.0569	0.0234	0.0916	
Locus767	0.0442	0.0221	0.0732	
Locus768	0.0228	0.0081	0.045	
Locus769	0.0659	0.0304	0.1106	
Locus770	0.0776	0.049	0.1126	
Locus771	0.0908	0.0525	0.1461	
Locus772	0.0342	0.0153	0.0633	
Locus773	0.1117	0.0689	0.1567	
Locus774	0.0262	0.0114	0.0495	
Locus775	0.0838	0.0477	0.129	
Locus776	0.0602	0.0332	0.1015	
Locus777	0.0236	0.0086	0.0456	
Locus778	0.0435	0.0169	0.0744	
Locus779	0.027	0.0125	0.0477	
Locus780	0.0314	0.009	0.0567	
Locus781	0.0551	0.0275	0.0934	
Locus782	0.0255	0.0078	0.0503	
Locus783	0.065	0.0297	0.1042	
Locus784	0.0866	0.0539	0.1313	
Locus785	0.0563	0.0175	0.0998	
Locus786	0.0469	0.0239	0.0814	
Locus787	0.0269	0.0097	0.0567	
Locus788	0.0775	0.0462	0.1145	
Locus789	0.0187	0.0027	0.0408	
Locus790	0.1279	0.0812	0.18	
Locus791	0.0236	0.0076	0.0472	
Locus792	0.105	0.0678	0.1532	
Locus793	0.0559	0.0268	0.0959	
Locus794	0.017	0.0033	0.0397	
Locus795	0.0461	0.0186	0.0829	
Locus796	0.0478	0.0229	0.0742	
Locus797	0.0532	0.0208	0.0902	
Locus798	0.0393	0.0156	0.0683	
Locus799	0.0657	0.038	0.1055	
Locus800	0.0972	0.056	0.1445	
Locus801	0.0487	0.0273	0.0786	
Locus802	0.106	0.0704	0.1397	
Locus803	0.0795	0.0433	0.1226	
Locus804	0.042	0.0177	0.0764	
Locus805	0.0228	0.0082	0.045	
Locus806	0.0579	0.0271	0.098	
Locus807	0.039	0.0104	0.0722	
Locus808	0.0686	0.0302	0.1074	
Locus809	0.113	0.0788	0.153	
Locus810	0.0482	0.0201	0.0779	
Locus811	0.0612	0.0271	0.1228	
Locus812	0.0527	0.0282	0.0899	
Locus813	0.0266	0.0086	0.0456	
Locus814	0.0496	0.02	0.0867	
Locus815	0.0191	0.0045	0.0444	
Locus816	0.1251	0.0829	0.1674	
Locus817	0.0337	0.0106	0.0597	
Locus818	0.0283	0.0095	0.0586	
Locus819	0.0689	0.0337	0.1064	
Locus820	0.0642	0.0279	0.1076	
Locus821	0.0463	0.0159	0.086	
Locus822	0.044	0.0168	0.0805	
Locus823	0.0573	0.0235	0.0941	
Locus824	0.1008	0.0617	0.1368	
Locus825	0.0639	0.0335	0.1072	
Locus826	0.1008	0.0612	0.1611	
Locus827	0.0397	0.0193	0.0767	
Locus828	0.0366	0.0143	0.0746	
Locus829	0.072	0.0369	0.1066	
Locus830	0.0507	0.0203	0.0995	
Locus831	0.026	0.0096	0.0503	
Locus832	0.0331	0.0129	0.0565	
Locus833	0.0702	0.0322	0.1153	
Locus834	0.0257	0.0078	0.0558	
Locus835	0.0321	0.0127	0.0599	
Locus836	0.1479	0.109	0.189	
Locus837	0.084	0.0522	0.1251	
Locus838	0.0497	0.0207	0.0841	
Locus839	0.0264	0.0116	0.0468	
Locus840	0.0515	0.0257	0.0841	
Locus841	0.0407	0.0173	0.0655	
Locus842	0.0374	0.0176	0.0637	
Locus843	0.0556	0.0231	0.1045	
Locus844	0.0247	0.0072	0.0548	
Locus845	0.0258	0.0109	0.0481	
Locus846	0.0615	0.0318	0.1128	
Locus847	0.0709	0.0384	0.113	
Locus848	0.0504	0.0236	0.0912	
Locus849	0.0975	0.0572	0.1315	
Locus850	0.0296	0.0101	0.0585	
Locus851	0.0593	0.0263	0.1042	
Locus852	0.03	0.0137	0.0543	
Locus853	0.0702	0.0386	0.1094	
Locus854	0.033	0.0156	0.0641	
Locus855	0.0292	0.0093	0.0513	
Locus856	0.0786	0.0282	0.1295	
Locus857	0.0311	0.0163	0.0573	
Locus858	0.1603	0.1252	0.2073	
Locus859	0.0556	0.0277	0.0931	
Locus860	0.0516	0.0219	0.0878	
Locus861	0.0628	0.0339	0.0994	
Locus862	0.0419	0.0155	0.097	
Locus863	0.0254	0.009	0.049	
Locus864	0.0548	0.0273	0.0895	
Locus865	0.0527	0.0253	0.0902	
Locus866	0.0757	0.0441	0.109	
Locus867	0.0221	0.0081	0.0469	
Locus868	0.0567	0.0296	0.099	
Locus869	0.0588	0.0282	0.0944	
Locus870	0.0642	0.033	0.1028	
Locus871	0.0838	0.0482	0.115	
Locus872	0.0635	0.0356	0.0974	
Locus873	0.0971	0.0638	0.1427	
Locus874	0.0597	0.0318	0.0954	
Locus875	0.0689	0.0421	0.1047	
Locus876	0.032	0.0134	0.056	
Locus877	0.0736	0.0372	0.1219	
Locus878	0.1118	0.0661	0.1567	
Locus879	0.0159	0.0041	0.0359	
Locus880	0.0256	0.01	0.0475	
Locus881	0.0551	0.0229	0.1018	
Locus882	0.0341	0.0116	0.0602	
Locus883	0.0691	0.0322	0.1146	
Locus884	0.0523	0.0234	0.0922	
Locus885	0.025	0.0096	0.0404	
Locus886	0.0259	0.0111	0.0534	
Locus887	0.0341	0.0151	0.0625	
Locus888	0.0497	0.0244	0.0817	
Locus889	0.0622	0.0198	0.0992	
Locus890	0.0735	0.0382	0.113	
Locus891	0.0918	0.0585	0.1357	
Locus892	0.0426	0.0199	0.0803	
Locus893	0.0722	0.0397	0.1117	
Locus894	0.0201	0.0072	0.0369	
Locus895	0.0793	0.0484	0.1253	
Locus896	0.0868	0.0506	0.1364	
Locus897	0.0298	0.0089	0.0559	
Locus898	0.0226	0.0083	0.0487	
Locus899	0.0926	0.0515	0.132	
Locus900	0.0656	0.0335	0.1044	
Locus901	0.0643	0.0337	0.0992	
Locus902	0.0351	0.0134	0.0726	
Locus903	0.0444	0.0223	0.0719	
Locus904	0.038	0.0145	0.0657	
Locus905	0.064	0.0359	0.097	
Locus906	0.1022	0.0601	0.1401	
Locus907	0.0995	0.0572	0.1533	
Locus908	0.0733	0.0328	0.1218	
Locus909	0.0244	0.0081	0.0459	
Locus910	0.0249	0.0087	0.0482	
Locus911	0.0488	0.0242	0.0889	
Locus912	0.0743	0.0406	0.1149	
Locus913	0.1307	0.0884	0.1677	
Locus914	0.0495	0.026	0.0806	
Locus915	0.0557	0.0206	0.1017	
Locus916	0.0796	0.0376	0.1346	
Locus917	0.0581	0.0335	0.0946	
Locus918	0.0926	0.0542	0.1426	
Locus919	0.0659	0.0404	0.1063	
Locus920	0.0437	0.0189	0.0818	
Locus921	0.0185	0.006	0.0394	
Locus922	0.0182	0.007	0.0372	
Locus923	0.0534	0.0255	0.0932	
Locus924	0.0294	0.0127	0.0501	
Locus925	0.0217	0.0062	0.0595	
Locus926	0.053	0.0287	0.0871	
Locus927	0.046	0.0194	0.0787	
Locus928	0.0814	0.0435	0.1231	
Locus929	0.0287	0.0102	0.0578	
Locus930	0.0234	0.0055	0.0501	
Locus931	0.0502	0.025	0.0849	
Locus932	0.0236	0.0086	0.0486	
Locus933	0.0389	0.0163	0.072	
Locus934	0.122	0.0943	0.1561	
Locus935	0.02	0.0066	0.0464	
Locus936	0.0904	0.0543	0.1462	
Locus937	0.0418	0.0199	0.0755	
Locus938	0.0249	0.0103	0.0446	
Locus939	0.0291	0.012	0.0638	
Locus940	0.0777	0.0454	0.1047	
Locus941	0.1079	0.0607	0.1506	
Locus942	0.1486	0.1087	0.18	
Locus943	0.0309	0.0114	0.063	
Locus944	0.0694	0.038	0.1107	
Locus945	0.027	0.0083	0.0505	
Locus946	0.0906	0.0549	0.1251	
Locus947	0.0682	0.0407	0.1011	
Locus948	0.0624	0.0254	0.1028	
Locus949	0.0375	0.0164	0.065	
Locus950	0.0896	0.0555	0.1396	
Locus951	0.0788	0.0447	0.1182	
Locus952	0.0483	0.0182	0.0869	
Locus953	0.0912	0.0485	0.1336	
Locus954	0.0583	0.0292	0.0893	
Locus955	0.0759	0.0355	0.1216	
Locus956	0.0907	0.0478	0.1378	
Locus957	0.0777	0.0436	0.1171	
Locus958	0.1164	0.0796	0.1579	
Locus959	0.0182	0.0058	0.0459	
Locus960	0.0644	0.0267	0.1166	
Locus961	0.0478	0.0216	0.0828	
Locus962	0.0988	0.0606	0.1505	
Locus963	0.0263	0.0093	0.0573	
Locus964	0.0229	0.009	0.0462	
Locus965	0.0927	0.0538	0.1391	
Locus966	0.0509	0.0229	0.0799	
Locus967	0.0451	0.0182	0.0778	
Locus968	0.0666	0.0375	0.1165	
Locus969	0.0476	0.0193	0.0935	
Locus970	0.057	0.0193	0.1007	
Locus971	0.0933	0.0541	0.1478	
Locus972	0.0421	0.015	0.0881	
Locus973	0.1067	0.0662	0.146	
Locus974	0.1045	0.0657	0.1498	
Locus975	0.0627	0.0287	0.1054	
Locus976	0.0595	0.0295	0.104	
Locus977	0.0272	0.0093	0.0508	
Locus978	0.0697	0.0378	0.1034	
Locus979	0.084	0.0412	0.13	
Locus980	0.0494	0.0227	0.0978	
Locus981	0.0995	0.0679	0.1286	
Locus982	0.0688	0.0322	0.1136	
