Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus1095	 0.1261	-0.0038	 0.2375
Locus1096	 0.0329	-0.0252	 0.1155
Locus1097	 0.1655	 0.0811	 0.2690
Locus1098	 0.1194	-0.0193	 0.2413
Locus1099	 0.2698	 0.1927	 0.3390
Locus1100	 0.0145	-0.0425	 0.0621
Locus1101	-0.0071	-0.0458	 0.0160
Locus1102	-0.0168	-0.0932	 0.0686
Locus1103	 0.0504	-0.0178	 0.1706
Locus1104	 0.2939	 0.1841	 0.4831
Locus1105	 0.0205	-0.0417	 0.0694
Locus1106	 0.0395	-0.0103	 0.1642
Locus1107	 0.0103	-0.0495	 0.1652
Locus1108	 0.0194	-0.0125	 0.0669
Locus1109	 0.0514	-0.0306	 0.1383
Locus1110	 0.0620	-0.0354	 0.2382
Locus1111	 0.0970	 0.0154	 0.2065
Locus1112	 0.0219	-0.0194	 0.0853
Locus1113	 0.0913	-0.0078	 0.1974
Locus1114	 0.0509	-0.0461	 0.1936
Locus1115	 0.0745	-0.0306	 0.1815
Locus1116	 0.3753	 0.2830	 0.4912
Locus1117	 0.2200	 0.1840	 0.2638
Locus1118	 0.0887	-0.0132	 0.1953
Locus1119	 0.3923	 0.2061	 0.5153
Locus1120	 0.0704	-0.0592	 0.1688
Locus1121	 0.1561	 0.0672	 0.2059
Locus1122	 0.0351	-0.0386	 0.1941
Locus1123	 0.0259	-0.0395	 0.1536
Locus1124	 0.1572	 0.0472	 0.2682
Locus1125	 0.1220	 0.0071	 0.3271
Locus1126	 0.3827	 0.2990	 0.4625
Locus1127	 0.0206	-0.0368	 0.0926
Locus1128	 0.1489	 0.0573	 0.2548
Locus1129	 0.0031	-0.0475	 0.0686
Locus1130	 0.0482	-0.0020	 0.0932
Locus1131	 0.2615	 0.1462	 0.3732
Locus1132	 0.0140	-0.1193	 0.1030
Locus1133	 0.1175	 0.0202	 0.2790
Locus1134	 0.0226	-0.0380	 0.0786
Locus1135	 0.1053	-0.0618	 0.3249
Locus1136	 0.0727	-0.0116	 0.2118
Locus1137	 0.0917	 0.0022	 0.2274
Locus1138	 0.0222	-0.0439	 0.1111
Locus1139	 0.0505	-0.0389	 0.1308
Locus1140	 0.0175	-0.0499	 0.0987
Locus1141	 0.0889	-0.0127	 0.1993
Locus1142	 0.1060	 0.0275	 0.2156
Locus1143	 0.0797	 0.0064	 0.1749
Locus1144	 0.0790	-0.0013	 0.1689
Locus1145	 0.1606	 0.0515	 0.2509
Locus1146	 0.0315	-0.0251	 0.1337
Locus1147	 0.1533	 0.0888	 0.2402
Locus1148	-0.0051	-0.1033	 0.1177
Locus1149	 0.0495	-0.0323	 0.1211
Locus1150	 0.0708	-0.0140	 0.2202
Locus1151	 0.0333	 0.0049	 0.0694
Locus1152	 0.0692	-0.0012	 0.1335
Locus1153	 0.1081	-0.0409	 0.2718
Locus1154	 0.0456	-0.0740	 0.1301
Locus1155	 0.1436	 0.0354	 0.2812
Locus1156	 0.0556	-0.0571	 0.1692
Locus1157	 0.1285	 0.0401	 0.1767
Locus1158	-0.0161	-0.1271	 0.0957
Locus1159	 0.0746	 0.0274	 0.1169
Locus1160	-0.0654	-0.1094	-0.0117
Locus1161	-0.0040	-0.0746	 0.0455
Locus1162	-0.0019	-0.1097	 0.1497
Locus1163	 0.1222	-0.0554	 0.3188
Locus1164	 0.0245	-0.0823	 0.1127
Locus1165	-0.0318	-0.0880	 0.0961
Locus1166	-0.0205	-0.0599	 0.0573
Locus1167	 0.1775	 0.0710	 0.3155
Locus1168	 0.2301	 0.0431	 0.4260
Locus1169	 0.0284	-0.0501	 0.0884
Locus1170	 0.0260	-0.0869	 0.1151
Locus1171	 0.0969	 0.0239	 0.1990
Locus1172	 0.0679	-0.0544	 0.2759
Locus1173	 0.0382	-0.0461	 0.1453
Locus1174	 0.4913	 0.3544	 0.6333
Locus1175	 0.2283	 0.1554	 0.4155
Locus1176	 0.0810	-0.0145	 0.1822
Locus1177	 0.0306	-0.0223	 0.0904
Locus1178	 0.1776	 0.0449	 0.3869
Locus1179	 0.0474	-0.0223	 0.1123
Locus1180	 0.2357	 0.1001	 0.3335
Locus1181	 0.0172	-0.0965	 0.1493
Locus1182	 0.0089	-0.0640	 0.1155
Locus1183	 0.1249	 0.0131	 0.1843
Locus1184	-0.0385	-0.1045	 0.0376
Locus1185	 0.3090	 0.2298	 0.3937
Locus1186	-0.0164	-0.0804	 0.0376
Locus1187	 0.0617	-0.0136	 0.1425
Locus1188	 0.0120	-0.0733	 0.1467
Locus1189	 0.1193	 0.0217	 0.1867
Locus1190	 0.0750	 0.0158	 0.1617
Locus1191	 0.0304	-0.0324	 0.1200
Locus1192	 0.0964	-0.0222	 0.1983
Locus1193	 0.1009	 0.0382	 0.1692
Locus1194	 0.2923	 0.1722	 0.4592
Locus1195	 0.1253	 0.0119	 0.2576
Locus1196	 0.1698	 0.0403	 0.3121
Locus1197	 0.0660	-0.0654	 0.1654
Locus1198	 0.0981	 0.0168	 0.2142
Locus1199	 0.2546	 0.1556	 0.4627
Locus1200	 0.0341	-0.0390	 0.1373

GGst

locus	actual	lower	upper
Locus1	-0.0401	-0.1017	 0.0058
Locus2	 0.0161	-0.0524	 0.1703
Locus3	 0.1289	-0.0102	 0.3979
Locus4	 0.0047	-0.0685	 0.1041
Locus5	 0.0453	-0.0278	 0.1676
Locus6	 0.1587	 0.0307	 0.2245
Locus7	-0.0463	-0.0786	-0.0103
Locus8	 0.0724	 0.0229	 0.1971
Locus9	-0.0217	-0.0943	 0.1003
Locus10	 0.2493	 0.0892	 0.3582
Locus11	 0.0100	-0.0491	 0.0743
Locus12	-0.0267	-0.0709	 0.0680
Locus13	 0.0084	-0.0880	 0.1326
Locus14	 0.1075	 0.0102	 0.1978
Locus15	-0.0069	-0.0526	 0.0483
Locus16	-0.0418	-0.0897	 0.0082
Locus17	 0.0195	-0.0184	 0.0905
Locus18	 0.0972	-0.0514	 0.2099
Locus19	 0.1054	 0.0215	 0.1917
Locus20	 0.0617	-0.0139	 0.1385
Locus21	 0.0476	-0.0095	 0.1072
Locus22	 0.1333	 0.0482	 0.2417
Locus23	 0.0978	-0.0058	 0.2583
Locus24	 0.0583	-0.0124	 0.1985
Locus25	 0.1164	 0.0466	 0.2521
Locus26	 0.0469	-0.0424	 0.2353
Locus27	 0.0821	-0.0114	 0.2349
Locus28	 0.0553	-0.0484	 0.2156
Locus29	 0.1006	-0.0418	 0.2441
Locus30	-0.0220	-0.1011	 0.0713
Locus31	 0.0589	-0.0256	 0.1768
Locus32	-0.0276	-0.1653	 0.1035
Locus33	-0.0152	-0.0755	 0.0563
Locus34	 0.1949	 0.0659	 0.2496
Locus35	 0.0926	-0.0133	 0.1665
Locus36	 0.1262	 0.0752	 0.1943
Locus37	 0.1524	 0.0439	 0.3219
Locus38	 0.0991	-0.0311	 0.3039
Locus39	 0.0152	-0.0730	 0.1715
Locus40	-0.0043	-0.0400	 0.0437
Locus41	 0.0637	-0.0374	 0.1826
Locus42	 0.0306	-0.0625	 0.0998
Locus43	 0.3866	 0.2810	 0.4607
Locus44	 0.2038	 0.0606	 0.3590
Locus45	 0.0078	-0.0273	 0.0723
Locus46	-0.0581	-0.1105	 0.0316
Locus47	 0.1367	 0.0412	 0.2361
Locus48	 0.0012	-0.0486	 0.1145
Locus49	-0.0375	-0.0664	 0.0115
Locus50	 0.0624	-0.0399	 0.2664
Locus51	 0.3424	 0.1617	 0.5013
Locus52	 0.0076	-0.0774	 0.1704
Locus53	 0.1045	 0.0584	 0.1937
Locus54	 0.0171	-0.0458	 0.1176
Locus55	 0.0540	 0.0127	 0.1132
Locus56	-0.0342	-0.0804	 0.0538
Locus57	 0.1393	 0.0049	 0.2819
Locus58	 0.0795	-0.0095	 0.1934
Locus59	 0.0066	-0.0414	 0.1951
Locus60	 0.2136	 0.0459	 0.3354
Locus61	-0.0085	-0.0819	 0.0459
Locus62	 0.0039	-0.0884	 0.1457
Locus63	 0.0830	-0.0276	 0.1562
Locus64	 0.1753	 0.0651	 0.3466
Locus65	-0.0045	-0.0990	 0.1142
Locus66	 0.0830	 0.0161	 0.1400
Locus67	-0.0158	-0.0590	 0.0498
Locus68	 0.0201	-0.0766	 0.1753
Locus69	 0.2483	 0.1326	 0.3938
Locus70	 0.0300	-0.0066	 0.1012
Locus71	 0.0245	-0.0283	 0.0885
Locus72	 0.0347	-0.1095	 0.1670
Locus73	-0.0207	-0.0968	 0.1224
Locus74	-0.0427	-0.0839	 0.0042
Locus75	 0.0617	-0.0201	 0.1124
Locus76	 0.2653	 0.0812	 0.4163
Locus77	 0.0532	-0.0042	 0.1088
Locus78	 0.1463	 0.0767	 0.2371
Locus79	-0.0015	-0.0972	 0.0641
Locus80	 0.0076	-0.0793	 0.1132
Locus81	 0.1976	 0.0452	 0.3321
Locus82	 0.0334	-0.0391	 0.1725
Locus83	 0.3719	 0.2951	 0.4529
Locus84	 0.0482	-0.0972	 0.1761
Locus85	 0.1186	 0.0079	 0.2549
Locus86	 0.0469	-0.0289	 0.1786
Locus87	-0.0078	-0.0673	 0.0549
Locus88	 0.2086	 0.0969	 0.2898
Locus89	 0.0851	 0.0178	 0.1269
Locus90	 0.0467	-0.0331	 0.1453
Locus91	 0.0720	-0.0199	 0.1789
Locus92	 0.0175	-0.0624	 0.1011
Locus93	 0.0225	-0.1264	 0.1649
Locus94	 0.0335	-0.0397	 0.1410
Locus95	 0.0580	-0.0292	 0.1347
Locus96	 0.1518	 0.0999	 0.2324
Locus97	 0.1570	 0.0865	 0.2978
Locus98	-0.0199	-0.0845	 0.0633
Locus99	 0.1896	 0.0927	 0.3253
Locus100	 0.0143	-0.1354	 0.2107
Locus101	 0.0150	-0.0236	 0.0552
Locus102	 0.1831	 0.1317	 0.2448
Locus103	 0.0359	-0.0077	 0.0648
Locus104	 0.0245	-0.0180	 0.1640
Locus105	-0.0218	-0.0881	 0.0305
Locus106	 0.0118	-0.0449	 0.0783
Locus107	 0.3387	 0.1922	 0.4686
Locus108	 0.0576	-0.0078	 0.1380
Locus109	 0.0064	-0.0476	 0.0665
Locus110	 0.0256	-0.0556	 0.1124
Locus111	 0.0623	-0.0177	 0.1756
Locus112	 0.0204	-0.0387	 0.1279
Locus113	 0.0241	-0.0488	 0.0864
Locus114	 0.0244	-0.0463	 0.1231
Locus115	 0.2670	 0.1170	 0.4022
Locus116	 0.1263	 0.0441	 0.2057
Locus117	 0.1369	 0.0508	 0.2878
Locus118	 0.2815	 0.1647	 0.4132
Locus119	 0.0030	-0.0570	 0.0787
Locus120	 0.1941	 0.1049	 0.3486
Locus121	 0.0193	-0.0096	 0.0534
Locus122	 0.3267	 0.2243	 0.4781
Locus123	 0.3052	 0.1065	 0.4791
Locus124	-0.0119	-0.0438	 0.0210
Locus125	 0.0474	-0.0215	 0.1373
Locus126	 0.0311	-0.0762	 0.1314
Locus127	 0.0987	 0.0608	 0.1821
Locus128	 0.1149	 0.0214	 0.2508
Locus129	 0.0108	-0.0456	 0.1374
Locus130	 0.0750	-0.0983	 0.2455
Locus131	 0.1288	 0.0159	 0.2808
Locus132	 0.0511	-0.0709	 0.3060
Locus133	 0.0531	-0.0325	 0.1389
Locus134	 0.0335	-0.0100	 0.0941
Locus135	 0.0596	-0.0201	 0.1865
Locus136	 0.0575	-0.0101	 0.1005
Locus137	-0.0280	-0.0909	 0.0218
Locus138	 0.0444	-0.0346	 0.2223
Locus139	 0.0913	 0.0278	 0.1771
Locus140	 0.0177	-0.0172	 0.0773
Locus141	 0.0481	-0.0063	 0.1236
Locus142	 0.0082	-0.0706	 0.1372
Locus143	 0.1238	 0.0456	 0.2202
Locus144	-0.0150	-0.1082	 0.1132
Locus145	 0.0063	-0.0654	 0.1118
Locus146	 0.1219	-0.0111	 0.2286
Locus147	 0.1002	 0.0097	 0.2376
Locus148	 0.4131	 0.2766	 0.5224
Locus149	 0.1290	 0.0491	 0.2596
Locus150	-0.0358	-0.1035	 0.0616
Locus151	 0.1143	-0.0310	 0.3323
Locus152	-0.0260	-0.0891	 0.0590
Locus153	 0.2517	 0.0966	 0.5502
Locus154	-0.0102	-0.0829	 0.0490
Locus155	-0.0327	-0.0951	 0.0481
Locus156	 0.0386	-0.0142	 0.1126
Locus157	 0.0615	-0.0331	 0.1932
Locus158	 0.0239	-0.0355	 0.0820
Locus159	 0.0314	-0.0281	 0.1482
Locus160	 0.0677	-0.0089	 0.1801
Locus161	 0.1383	 0.0195	 0.3408
Locus162	 0.0146	-0.0483	 0.0941
Locus163	 0.0273	-0.0518	 0.1294
Locus164	 0.0094	-0.0444	 0.0786
Locus165	-0.0185	-0.0997	 0.1535
Locus166	 0.1850	 0.0146	 0.3744
Locus167	 0.0627	-0.0249	 0.1171
Locus168	 0.0120	-0.0423	 0.0829
Locus169	 0.0979	 0.0162	 0.1799
Locus170	-0.0292	-0.1122	 0.1286
Locus171	 0.0238	-0.0848	 0.1496
Locus172	 0.0998	 0.0270	 0.2058
Locus173	 0.0078	-0.1154	 0.0828
Locus174	 0.1029	 0.0021	 0.1608
Locus175	 0.0779	-0.0317	 0.2162
Locus176	 0.0291	-0.0180	 0.0954
Locus177	 0.4331	 0.2991	 0.5655
Locus178	 0.0228	-0.1003	 0.1302
Locus179	 0.0380	-0.0289	 0.1347
Locus180	 0.0260	-0.0330	 0.0991
Locus181	-0.0072	-0.0648	 0.1413
Locus182	 0.1279	 0.0222	 0.1985
Locus183	 0.1344	 0.0526	 0.2917
Locus184	 0.1941	 0.0843	 0.3235
Locus185	 0.1397	 0.0584	 0.2607
Locus186	 0.1780	 0.0639	 0.2764
Locus187	 0.0665	-0.0220	 0.1979
Locus188	 0.0404	-0.0995	 0.2240
Locus189	 0.0314	-0.0589	 0.1145
Locus190	 0.0062	-0.0370	 0.0782
Locus191	 0.0039	-0.1134	 0.1121
Locus192	 0.1881	 0.0148	 0.4826
Locus193	-0.0093	-0.0546	 0.0910
Locus194	 0.1127	-0.0271	 0.1915
Locus195	 0.1621	-0.0092	 0.3894
Locus196	 0.0898	 0.0133	 0.1846
Locus197	 0.0088	-0.0695	 0.1305
Locus198	 0.0278	-0.0203	 0.1235
Locus199	-0.0293	-0.0772	 0.0529
Locus200	 0.3622	 0.2662	 0.4713
Locus201	 0.0324	-0.0194	 0.1097
Locus202	 0.1531	 0.0258	 0.3108
Locus203	 0.0748	-0.0212	 0.1725
Locus204	 0.1739	-0.0106	 0.3767
Locus205	 0.0371	-0.0529	 0.2353
Locus206	 0.0191	-0.0339	 0.0737
Locus207	-0.0542	-0.1080	 0.0448
Locus208	 0.1319	 0.0398	 0.2177
Locus209	-0.0204	-0.0704	 0.0399
Locus210	 0.1710	 0.0113	 0.4094
Locus211	 0.0572	-0.0737	 0.2293
Locus212	-0.0150	-0.1031	 0.0441
Locus213	 0.0664	 0.0100	 0.1242
Locus214	 0.4485	 0.3837	 0.5689
Locus215	 0.1008	 0.0150	 0.1992
Locus216	 0.2901	 0.1016	 0.4138
Locus217	 0.1211	 0.0323	 0.2316
Locus218	 0.2055	 0.1115	 0.3606
Locus219	 0.0028	-0.0871	 0.0668
Locus220	-0.0065	-0.0625	 0.0426
Locus221	 0.3480	 0.2555	 0.4672
Locus222	 0.0569	 0.0251	 0.0958
Locus223	 0.0284	-0.0347	 0.1110
Locus224	 0.2768	 0.1969	 0.3452
Locus225	-0.0225	-0.0997	 0.0946
Locus226	 0.0230	-0.0265	 0.0961
Locus227	-0.0104	-0.0694	 0.0724
Locus228	-0.0013	-0.0803	 0.0759
Locus229	 0.0279	-0.0280	 0.0825
Locus230	 0.0821	 0.0150	 0.1266
Locus231	 0.0500	-0.0230	 0.1549
Locus232	 0.0812	-0.0055	 0.2120
Locus233	 0.0318	-0.0185	 0.1193
Locus234	 0.2053	 0.0991	 0.4239
Locus235	 0.0514	-0.0956	 0.1996
Locus236	 0.0120	-0.0390	 0.1195
Locus237	 0.1261	 0.0429	 0.2723
Locus238	-0.0244	-0.0644	 0.0193
Locus239	 0.2701	 0.1844	 0.3685
Locus240	 0.0642	-0.0144	 0.2074
Locus241	 0.0637	-0.0217	 0.1463
Locus242	-0.0098	-0.0615	 0.0614
Locus243	 0.1363	 0.0931	 0.2258
Locus244	 0.3396	 0.2311	 0.4263
Locus245	-0.0256	-0.0782	 0.0828
Locus246	-0.0087	-0.0554	 0.0544
Locus247	 0.0627	-0.0459	 0.1698
Locus248	 0.2438	-0.0057	 0.3572
Locus249	 0.0245	-0.0666	 0.1694
Locus250	 0.0040	-0.0503	 0.0727
Locus251	 0.0769	-0.0318	 0.2463
Locus252	 0.0408	-0.0312	 0.1905
Locus253	 0.3419	 0.1996	 0.4445
Locus254	 0.0508	-0.0393	 0.1658
Locus255	 0.0152	-0.0697	 0.0817
Locus256	 0.0310	-0.0387	 0.1598
Locus257	 0.0399	-0.0185	 0.1158
Locus258	 0.0326	-0.0462	 0.1239
Locus259	 0.0298	-0.0557	 0.1560
Locus260	 0.0853	 0.0054	 0.1673
Locus261	 0.2026	 0.0955	 0.3715
Locus262	 0.1570	-0.0006	 0.3373
Locus263	 0.1510	 0.0520	 0.2554
Locus264	 0.0817	 0.0132	 0.1628
Locus265	 0.0326	-0.0615	 0.1093
Locus266	 0.3702	 0.2497	 0.5049
Locus267	 0.3040	 0.1289	 0.4542
Locus268	 0.2377	 0.1145	 0.3852
Locus269	 0.0527	-0.0501	 0.1649
Locus270	 0.0388	 0.0006	 0.0825
Locus271	 0.0051	-0.0542	 0.0612
Locus272	 0.0768	-0.0263	 0.2193
Locus273	 0.1010	-0.0383	 0.2397
Locus274	 0.0911	-0.0313	 0.2323
Locus275	 0.0893	-0.0267	 0.2585
Locus276	 0.1693	 0.0783	 0.2941
Locus277	 0.0493	-0.0240	 0.1764
Locus278	 0.1320	 0.0490	 0.2005
Locus279	 0.0838	-0.0284	 0.1610
Locus280	 0.2535	 0.1444	 0.3904
Locus281	 0.0427	-0.0415	 0.1862
Locus282	 0.0706	-0.0136	 0.1946
Locus283	-0.0165	-0.1098	 0.0707
Locus284	 0.0682	-0.0295	 0.1587
Locus285	 0.2779	 0.1711	 0.3870
Locus286	-0.0022	-0.0499	 0.0583
Locus287	 0.1909	 0.0387	 0.3587
Locus288	 0.1755	 0.0631	 0.2591
Locus289	-0.0185	-0.0620	 0.0415
Locus290	 0.0341	-0.0154	 0.0848
Locus291	 0.0413	-0.0572	 0.1395
Locus292	 0.0291	-0.0426	 0.1463
Locus293	 0.2699	 0.1618	 0.3715
Locus294	 0.2191	 0.1377	 0.3095
Locus295	-0.0294	-0.0891	 0.0583
Locus296	-0.0119	-0.0571	 0.0832
Locus297	 0.0440	-0.0373	 0.1093
Locus298	 0.1978	 0.1181	 0.3373
Locus299	 0.0733	 0.0227	 0.1805
Locus300	 0.0323	-0.0192	 0.1129
Locus301	-0.0076	-0.1071	 0.2096
Locus302	 0.3473	 0.2522	 0.4676
Locus303	-0.0299	-0.1325	 0.0386
Locus304	 0.2315	 0.1596	 0.3139
Locus305	 0.1124	 0.0243	 0.3469
Locus306	-0.0148	-0.0733	 0.0646
Locus307	 0.0397	-0.0495	 0.1150
Locus308	 0.0346	-0.0555	 0.0946
Locus309	 0.0388	-0.0614	 0.1147
Locus310	-0.0145	-0.0438	 0.0274
Locus311	-0.0070	-0.0567	 0.0407
Locus312	 0.0069	-0.0913	 0.1354
Locus313	 0.1441	 0.0649	 0.2299
Locus314	 0.1045	-0.0059	 0.1678
Locus315	 0.0825	-0.0824	 0.2361
Locus316	 0.0207	-0.0835	 0.1555
Locus317	 0.1218	 0.0260	 0.1727
Locus318	 0.0399	 0.0068	 0.0934
Locus319	 0.0595	-0.0169	 0.1452
Locus320	 0.0866	-0.0250	 0.2116
Locus321	 0.1059	 0.0484	 0.1605
Locus322	-0.0255	-0.1135	 0.0466
Locus323	 0.0515	-0.0228	 0.1117
Locus324	 0.2562	 0.0942	 0.4411
Locus325	 0.1608	 0.0458	 0.2620
Locus326	 0.0487	-0.0491	 0.1931
Locus327	 0.2036	 0.1120	 0.3325
Locus328	 0.0607	-0.0434	 0.1389
Locus329	-0.0212	-0.0728	 0.0992
Locus330	 0.0354	-0.0207	 0.1579
Locus331	 0.1410	 0.0547	 0.2813
Locus332	 0.0229	-0.0405	 0.1239
Locus333	-0.0167	-0.0674	 0.0501
Locus334	 0.0827	-0.0476	 0.2357
Locus335	 0.1052	-0.0137	 0.4036
Locus336	 0.1202	 0.0425	 0.1842
Locus337	 0.2085	 0.0979	 0.3815
Locus338	 0.0527	-0.0746	 0.2144
Locus339	 0.0226	-0.0419	 0.1204
Locus340	 0.0686	-0.0306	 0.1746
Locus341	 0.0031	-0.0403	 0.0480
Locus342	 0.0949	 0.0157	 0.1771
Locus343	 0.1635	-0.0007	 0.2768
Locus344	-0.0292	-0.0897	 0.0623
Locus345	 0.0627	 0.0313	 0.1064
Locus346	 0.0718	 0.0109	 0.1283
Locus347	 0.0085	-0.0577	 0.1379
Locus348	 0.1500	 0.0964	 0.2094
Locus349	 0.0172	-0.0778	 0.1750
Locus350	 0.0774	-0.0322	 0.2087
Locus351	 0.0738	 0.0024	 0.2152
Locus352	 0.0339	-0.0498	 0.1330
Locus353	 0.0727	 0.0074	 0.1183
Locus354	 0.0988	-0.0773	 0.2603
Locus355	-0.0025	-0.0619	 0.1174
Locus356	-0.0374	-0.0984	 0.0094
Locus357	 0.0370	-0.0291	 0.1005
Locus358	 0.0330	-0.0487	 0.1174
Locus359	 0.3535	 0.2815	 0.4928
Locus360	 0.0293	-0.0347	 0.1099
Locus361	-0.0122	-0.0730	 0.0448
Locus362	 0.1312	 0.0404	 0.2140
Locus363	 0.0874	 0.0059	 0.1827
Locus364	 0.0915	-0.0062	 0.1969
Locus365	 0.0187	-0.0596	 0.1404
Locus366	 0.0717	-0.0264	 0.1741
Locus367	 0.1407	 0.0870	 0.2147
Locus368	-0.0139	-0.0805	 0.0883
Locus369	 0.0592	-0.0509	 0.2474
Locus370	 0.0282	-0.0556	 0.1325
Locus371	 0.0110	-0.0501	 0.0774
Locus372	 0.1210	 0.0348	 0.2221
Locus373	-0.0093	-0.0803	 0.1895
Locus374	 0.0145	-0.1192	 0.1738
Locus375	 0.0921	-0.0091	 0.1689
Locus376	 0.0795	-0.0075	 0.1586
Locus377	 0.0368	-0.0405	 0.1169
Locus378	-0.0568	-0.1253	 0.0097
Locus379	 0.0177	-0.0175	 0.0664
Locus380	 0.0446	-0.1211	 0.1784
Locus381	 0.1805	 0.1048	 0.2433
Locus382	 0.0216	-0.1280	 0.2717
Locus383	 0.1489	 0.0202	 0.2712
Locus384	-0.0342	-0.1003	 0.0328
Locus385	 0.0952	-0.0071	 0.2984
Locus386	 0.0443	-0.0380	 0.1658
Locus387	 0.0290	-0.0577	 0.1426
Locus388	 0.0231	-0.0118	 0.0802
Locus389	 0.1734	 0.0965	 0.2246
Locus390	 0.0791	 0.0097	 0.1392
Locus391	 0.0222	-0.0279	 0.0692
Locus392	 0.0364	-0.0710	 0.1412
Locus393	 0.0125	-0.0240	 0.0671
Locus394	 0.0511	-0.0145	 0.1450
Locus395	-0.0055	-0.0762	 0.1564
Locus396	 0.0888	-0.0316	 0.1796
Locus397	-0.0137	-0.0741	 0.0519
Locus398	 0.0745	-0.0959	 0.2228
Locus399	 0.0591	-0.0722	 0.2568
Locus400	 0.1236	 0.0222	 0.2657
Locus401	 0.0273	-0.0737	 0.1328
Locus402	 0.2203	 0.1586	 0.3259
Locus403	-0.0106	-0.0738	 0.0794
Locus404	 0.0050	-0.0470	 0.0897
Locus405	 0.0920	-0.0815	 0.2759
Locus406	 0.5288	 0.4025	 0.6364
Locus407	 0.0457	-0.0655	 0.1813
Locus408	-0.0045	-0.0819	 0.0389
Locus409	 0.1632	-0.0354	 0.3384
Locus410	 0.1703	 0.0226	 0.3384
Locus411	 0.0077	-0.0434	 0.0819
Locus412	 0.0694	-0.0017	 0.1323
Locus413	 0.0036	-0.0392	 0.1076
Locus414	 0.1919	 0.0316	 0.3572
Locus415	 0.0583	-0.0097	 0.1185
Locus416	 0.0786	-0.0486	 0.2366
Locus417	 0.0173	-0.0950	 0.1622
Locus418	 0.0982	-0.0001	 0.2256
Locus419	 0.0991	 0.0022	 0.2235
Locus420	 0.0223	-0.0747	 0.1018
Locus421	 0.0413	-0.0476	 0.1236
Locus422	 0.1906	 0.0863	 0.2820
Locus423	 0.0645	-0.0421	 0.1845
Locus424	 0.3533	 0.2266	 0.4384
Locus425	 0.1363	-0.0559	 0.2818
Locus426	-0.0081	-0.0555	 0.0518
Locus427	 0.0839	-0.0469	 0.1994
Locus428	 0.1775	 0.1138	 0.2143
Locus429	 0.2084	 0.1093	 0.3319
Locus430	 0.0817	-0.0426	 0.2760
Locus431	 0.0127	-0.0592	 0.1176
Locus432	 0.0868	 0.0273	 0.1862
Locus433	 0.0252	-0.0302	 0.1712
Locus434	 0.0455	-0.0299	 0.0910
Locus435	 0.0923	 0.0280	 0.1767
Locus436	-0.0364	-0.0961	 0.0578
Locus437	 0.0010	-0.1085	 0.0752
Locus438	 0.0701	-0.0077	 0.1650
Locus439	 0.0299	-0.0534	 0.1715
Locus440	-0.0157	-0.0460	 0.0425
Locus441	-0.0090	-0.0509	 0.0332
Locus442	 0.0301	-0.0616	 0.1649
Locus443	 0.1278	 0.0282	 0.2031
Locus444	 0.2048	 0.0591	 0.3694
Locus445	 0.0493	-0.0468	 0.1557
Locus446	 0.1314	 0.0395	 0.2134
Locus447	-0.0025	-0.0772	 0.1273
Locus448	-0.0189	-0.0726	 0.0554
Locus449	 0.0565	-0.0152	 0.1690
Locus450	-0.0269	-0.0596	 0.0168
Locus451	 0.0143	-0.0335	 0.1025
Locus452	-0.0324	-0.1233	 0.0452
Locus453	 0.1683	 0.1053	 0.3300
Locus454	 0.0763	-0.0101	 0.1877
Locus455	 0.0061	-0.0867	 0.1338
Locus456	 0.1549	 0.0687	 0.2199
Locus457	 0.4018	 0.2595	 0.5568
Locus458	 0.2237	 0.1233	 0.3220
Locus459	 0.0385	-0.0259	 0.1269
Locus460	 0.1023	-0.0272	 0.2390
Locus461	-0.0180	-0.1468	 0.0958
Locus462	 0.1519	 0.0396	 0.3717
Locus463	 0.0050	-0.0397	 0.1180
Locus464	-0.0052	-0.0584	 0.0750
Locus465	 0.0330	-0.0196	 0.1234
Locus466	 0.0013	-0.0276	 0.0383
Locus467	 0.0631	-0.0349	 0.2879
Locus468	 0.1140	-0.0194	 0.2139
Locus469	 0.0961	-0.0006	 0.1834
Locus470	-0.0520	-0.0991	 0.0226
Locus471	-0.0133	-0.0925	 0.0966
Locus472	 0.2186	 0.0597	 0.3938
Locus473	 0.0138	-0.1024	 0.1736
Locus474	 0.1118	 0.0528	 0.1997
Locus475	 0.0085	-0.0281	 0.0436
Locus476	 0.1708	 0.0385	 0.3836
Locus477	 0.0842	-0.0006	 0.2784
Locus478	 0.3772	 0.2411	 0.4926
Locus479	 0.0489	-0.0348	 0.2121
Locus480	 0.0179	-0.0502	 0.0852
Locus481	 0.0347	-0.0594	 0.1626
Locus482	 0.1500	 0.0298	 0.2775
Locus483	-0.0268	-0.0834	 0.0620
Locus484	 0.1550	 0.0346	 0.2791
Locus485	 0.1526	 0.0936	 0.2065
Locus486	-0.0049	-0.0487	 0.0560
Locus487	-0.0043	-0.1476	 0.1343
Locus488	-0.0206	-0.0682	 0.0589
Locus489	 0.1985	 0.1238	 0.2900
Locus490	 0.0042	-0.0686	 0.0711
Locus491	 0.0497	-0.1077	 0.2001
